accession	message	sample_name	sample_title	bioproject_accession	organism	isolate	cultivar	ecotype	age	dev_stage	geo_loc_name	tissue	biomaterial_provider	cell_line	cell_type	collected_by	collection_date	culture_collection	disease	disease_stage	genotype	growth_protocol	height_or_length	isolation_source	lat_lon	phenotype	population	sample_type	sex	specimen_voucher	temp	treatment	description
SAMN09924530	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI410483-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI410483-3			4-6 weeks		not applicable	Leaf																					
SAMN09924531	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI415348		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI415348			4-6 weeks		not applicable	Leaf																					
SAMN09924532	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI415348-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI415348-2			4-6 weeks		not applicable	Leaf																					
SAMN09924533	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI415348-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI415348-3			4-6 weeks		not applicable	Leaf																					
SAMN09924534	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI428411		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI428411			4-6 weeks		not applicable	Leaf																					
SAMN09924535	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI428411-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI428411-2			4-6 weeks		not applicable	Leaf																					
SAMN09924536	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI434794		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI434794			4-6 weeks		not applicable	Leaf																					
SAMN09924537	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI434794-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI434794-2			4-6 weeks		not applicable	Leaf																					
SAMN09924538	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI434794-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI434794-3			4-6 weeks		not applicable	Leaf																					
SAMN09924539	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI447100		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI447100			4-6 weeks		not applicable	Leaf																					
SAMN09924540	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI447100-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI447100-2			4-6 weeks		not applicable	Leaf																					
SAMN09924541	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI449279		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI449279			4-6 weeks		not applicable	Leaf																					
SAMN09924542	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI449279-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI449279-2			4-6 weeks		not applicable	Leaf																					
SAMN09924543	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI449279-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI449279-3			4-6 weeks		not applicable	Leaf																					
SAMN09924544	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI467733		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI467733			4-6 weeks		not applicable	Leaf																					
SAMN09924545	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI467733-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI467733-2			4-6 weeks		not applicable	Leaf																					
SAMN09924546	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI467733-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI467733-3			4-6 weeks		not applicable	Leaf																					
SAMN09924547	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI467758		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI467758			4-6 weeks		not applicable	Leaf																					
SAMN09924548	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI467758-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI467758-2			4-6 weeks		not applicable	Leaf																					
SAMN09924549	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI531896		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI531896			4-6 weeks		not applicable	Leaf																					
SAMN09924550	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI531896-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI531896-2			4-6 weeks		not applicable	Leaf																					
SAMN09924551	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI531917		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI531917			4-6 weeks		not applicable	Leaf																					
SAMN09924552	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI531917-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI531917-2			4-6 weeks		not applicable	Leaf																					
SAMN09924553	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI531917-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI531917-3			4-6 weeks		not applicable	Leaf																					
SAMN09924554	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI531986		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI531986			4-6 weeks		not applicable	Leaf																					
SAMN09924555	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI531986-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI531986-2			4-6 weeks		not applicable	Leaf																					
SAMN09924556	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI573615		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI573615			4-6 weeks		not applicable	Leaf																					
SAMN09924557	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI573615-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI573615-2			4-6 weeks		not applicable	Leaf																					
SAMN09924558	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI573615-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI573615-3			4-6 weeks		not applicable	Leaf																					
SAMN09924559	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI573878		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI573878			4-6 weeks		not applicable	Leaf																					
SAMN09924560	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI573878-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI573878-2			4-6 weeks		not applicable	Leaf																					
SAMN09924561	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI573878-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI573878-3			4-6 weeks		not applicable	Leaf																					
SAMN09924562	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI574094		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI574094			4-6 weeks		not applicable	Leaf																					
SAMN09924563	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI574094-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI574094-2			4-6 weeks		not applicable	Leaf																					
SAMN09924564	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI584786		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI584786			4-6 weeks		not applicable	Leaf																					
SAMN09924565	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI584786-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI584786-2			4-6 weeks		not applicable	Leaf																					
SAMN09924566	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI584977		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI584977			4-6 weeks		not applicable	Leaf																					
SAMN09924567	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI584977-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI584977-2			4-6 weeks		not applicable	Leaf																					
SAMN09924568	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI584977-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI584977-3			4-6 weeks		not applicable	Leaf																					
SAMN09924569	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640095		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640095			4-6 weeks		not applicable	Leaf																					
SAMN09924570	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640095-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640095-2			4-6 weeks		not applicable	Leaf																					
SAMN09924571	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640117		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640117			4-6 weeks		not applicable	Leaf																					
SAMN09924572	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640117-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640117-2			4-6 weeks		not applicable	Leaf																					
SAMN09924573	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640220		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640220			4-6 weeks		not applicable	Leaf																					
SAMN09924574	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640220-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640220-2			4-6 weeks		not applicable	Leaf																					
SAMN09924575	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640220-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640220-3			4-6 weeks		not applicable	Leaf																					
SAMN09924576	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640226		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640226			4-6 weeks		not applicable	Leaf																					
SAMN09924577	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640226-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640226-2			4-6 weeks		not applicable	Leaf																					
SAMN09924578	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640265		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640265			4-6 weeks		not applicable	Leaf																					
SAMN09924579	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640265-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640265-2			4-6 weeks		not applicable	Leaf																					
SAMN09924580	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640265-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640265-3			4-6 weeks		not applicable	Leaf																					
SAMN09924581	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640286		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640286			4-6 weeks		not applicable	Leaf																					
SAMN09924582	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640376		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640376			4-6 weeks		not applicable	Leaf																					
SAMN09924583	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640376-2		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640376-2			4-6 weeks		not applicable	Leaf																					
SAMN09924584	Provided taxonomy information was revised according to NCBI Taxonomy database rules. Please contact biosamplehelp@ncbi.nlm.nih.gov if you have any questions.	PI640376-3		PRJNA488050	Hordeum vulgare subsp. Spontaneum	PI640376-3			4-6 weeks		not applicable	Leaf																					
